draw,date,ad_date,numbers,price,lottery_type
104000052,104/03/02,2015-03-02,"10,15,19,23,27",8000000,daily_cash
104000053,104/03/03,2015-03-03,"23,32,33,35,36",8000000,daily_cash
104000054,104/03/04,2015-03-04,"03,11,20,29,35",8000000,daily_cash
104000055,104/03/05,2015-03-05,"09,20,26,31,38",8000000,daily_cash
104000056,104/03/06,2015-03-06,"01,02,10,11,26",8000000,daily_cash
104000057,104/03/07,2015-03-07,"03,16,17,31,33",8000000,daily_cash
104000058,104/03/09,2015-03-09,"12,16,20,28,38",8000000,daily_cash
104000059,104/03/10,2015-03-10,"17,26,34,36,37",8000000,daily_cash
104000060,104/03/11,2015-03-11,"10,15,29,33,37",8000000,daily_cash
104000061,104/03/12,2015-03-12,"03,13,18,21,31",8000000,daily_cash
104000062,104/03/13,2015-03-13,"29,30,31,32,33",8000000,daily_cash
104000063,104/03/14,2015-03-14,"06,11,15,38,39",8000000,daily_cash
104000064,104/03/16,2015-03-16,"03,15,18,19,35",8000000,daily_cash
104000065,104/03/17,2015-03-17,"03,16,34,37,38",8000000,daily_cash
104000066,104/03/18,2015-03-18,"06,21,26,27,32",8000000,daily_cash
104000067,104/03/19,2015-03-19,"13,31,34,35,36",8000000,daily_cash
104000068,104/03/20,2015-03-20,"06,10,17,22,27",8000000,daily_cash
104000069,104/03/21,2015-03-21,"01,05,08,10,28",8000000,daily_cash
104000070,104/03/23,2015-03-23,"03,07,13,16,30",8000000,daily_cash
104000071,104/03/24,2015-03-24,"01,03,19,26,35",8000000,daily_cash
104000072,104/03/25,2015-03-25,"05,07,19,32,36",8000000,daily_cash
104000073,104/03/26,2015-03-26,"05,11,16,23,25",8000000,daily_cash
104000074,104/03/27,2015-03-27,"05,09,12,27,29",8000000,daily_cash
104000075,104/03/28,2015-03-28,"06,11,18,21,33",8000000,daily_cash
104000076,104/03/30,2015-03-30,"03,12,22,26,34",8000000,daily_cash
104000077,104/03/31,2015-03-31,"12,20,23,30,33",8000000,daily_cash
104000078,104/04/01,2015-04-01,"01,02,05,07,36",8000000,daily_cash
104000079,104/04/02,2015-04-02,"01,18,24,28,35",8000000,daily_cash
104000080,104/04/03,2015-04-03,"11,12,13,33,38",8000000,daily_cash
104000081,104/04/04,2015-04-04,"02,09,12,18,35",8000000,daily_cash
104000082,104/04/06,2015-04-06,"10,12,18,21,27",8000000,daily_cash
104000083,104/04/07,2015-04-07,"12,23,25,26,30",8000000,daily_cash
104000084,104/04/08,2015-04-08,"05,11,13,22,37",8000000,daily_cash
104000085,104/04/09,2015-04-09,"15,20,22,30,37",8000000,daily_cash
104000086,104/04/10,2015-04-10,"03,09,14,18,30",8000000,daily_cash
104000087,104/04/11,2015-04-11,"08,17,25,33,37",8000000,daily_cash
104000088,104/04/13,2015-04-13,"01,03,10,12,34",8000000,daily_cash
104000089,104/04/14,2015-04-14,"02,09,13,34,36",8000000,daily_cash
104000090,104/04/15,2015-04-15,"06,17,32,33,38",8000000,daily_cash
104000091,104/04/16,2015-04-16,"06,07,12,14,24",8000000,daily_cash
104000092,104/04/17,2015-04-17,"04,12,24,36,39",8000000,daily_cash
104000093,104/04/18,2015-04-18,"07,18,21,30,32",8000000,daily_cash
104000094,104/04/20,2015-04-20,"01,05,07,14,17",8000000,daily_cash
104000095,104/04/21,2015-04-21,"01,05,07,13,39",8000000,daily_cash
104000096,104/04/22,2015-04-22,"12,16,21,34,35",8000000,daily_cash
104000097,104/04/23,2015-04-23,"05,09,22,31,35",8000000,daily_cash
104000098,104/04/24,2015-04-24,"02,17,19,29,33",8000000,daily_cash
104000099,104/04/25,2015-04-25,"27,29,31,37,38",8000000,daily_cash
104000100,104/04/27,2015-04-27,"12,13,17,22,32",8000000,daily_cash
104000101,104/04/28,2015-04-28,"02,12,13,16,39",8000000,daily_cash
104000102,104/04/29,2015-04-29,"01,07,24,29,38",8000000,daily_cash
104000103,104/04/30,2015-04-30,"01,05,06,15,28",8000000,daily_cash
104000104,104/05/01,2015-05-01,"04,05,11,13,18",8000000,daily_cash
104000105,104/05/02,2015-05-02,"18,21,23,35,37",8000000,daily_cash
104000106,104/05/04,2015-05-04,"06,11,21,25,28",8000000,daily_cash
104000107,104/05/05,2015-05-05,"12,17,28,30,33",8000000,daily_cash
104000108,104/05/06,2015-05-06,"03,15,17,23,27",8000000,daily_cash
104000109,104/05/07,2015-05-07,"13,17,21,23,31",8000000,daily_cash
104000110,104/05/08,2015-05-08,"01,14,16,33,35",8000000,daily_cash
104000111,104/05/09,2015-05-09,"03,10,24,26,38",8000000,daily_cash
104000112,104/05/11,2015-05-11,"09,12,17,18,24",8000000,daily_cash
104000113,104/05/12,2015-05-12,"20,26,27,38,39",8000000,daily_cash
104000114,104/05/13,2015-05-13,"07,09,20,23,33",8000000,daily_cash
104000115,104/05/14,2015-05-14,"16,17,31,36,37",8000000,daily_cash
104000116,104/05/15,2015-05-15,"06,16,23,28,32",8000000,daily_cash
104000117,104/05/16,2015-05-16,"03,04,27,31,34",8000000,daily_cash
104000118,104/05/18,2015-05-18,"04,16,25,26,35",8000000,daily_cash
104000119,104/05/19,2015-05-19,"01,02,14,16,23",8000000,daily_cash
104000120,104/05/20,2015-05-20,"05,06,07,12,27",8000000,daily_cash
104000121,104/05/21,2015-05-21,"02,05,22,24,26",8000000,daily_cash
104000122,104/05/22,2015-05-22,"16,17,18,27,30",8000000,daily_cash
104000123,104/05/23,2015-05-23,"03,23,24,27,33",8000000,daily_cash
104000124,104/05/25,2015-05-25,"11,12,23,28,30",8000000,daily_cash
104000125,104/05/26,2015-05-26,"09,21,22,35,37",8000000,daily_cash
104000126,104/05/27,2015-05-27,"04,06,11,36,37",8000000,daily_cash
104000127,104/05/28,2015-05-28,"09,16,18,26,34",8000000,daily_cash
104000128,104/05/29,2015-05-29,"08,10,27,35,36",8000000,daily_cash
104000129,104/05/30,2015-05-30,"04,17,19,24,37",8000000,daily_cash
104000130,104/06/01,2015-06-01,"02,10,20,28,39",8000000,daily_cash
104000131,104/06/02,2015-06-02,"02,05,23,32,37",8000000,daily_cash
104000132,104/06/03,2015-06-03,"13,18,22,29,32",8000000,daily_cash
104000133,104/06/04,2015-06-04,"07,10,18,19,20",8000000,daily_cash
104000134,104/06/05,2015-06-05,"05,17,24,29,37",8000000,daily_cash
104000135,104/06/06,2015-06-06,"02,06,22,26,39",8000000,daily_cash
104000136,104/06/08,2015-06-08,"05,23,28,31,32",8000000,daily_cash
104000137,104/06/09,2015-06-09,"21,26,35,38,39",8000000,daily_cash
104000138,104/06/10,2015-06-10,"05,29,30,32,34",8000000,daily_cash
104000139,104/06/11,2015-06-11,"01,17,20,26,27",8000000,daily_cash
104000140,104/06/12,2015-06-12,"10,16,28,30,31",8000000,daily_cash
104000141,104/06/13,2015-06-13,"03,04,10,14,18",8000000,daily_cash
104000142,104/06/15,2015-06-15,"04,27,35,37,39",8000000,daily_cash
104000143,104/06/16,2015-06-16,"01,21,30,38,39",8000000,daily_cash
104000144,104/06/17,2015-06-17,"08,13,14,16,30",8000000,daily_cash
104000145,104/06/18,2015-06-18,"01,14,23,30,31",8000000,daily_cash
104000146,104/06/19,2015-06-19,"11,12,23,24,26",8000000,daily_cash
104000147,104/06/20,2015-06-20,"03,13,23,32,33",8000000,daily_cash
104000148,104/06/22,2015-06-22,"06,12,14,29,30",8000000,daily_cash
104000149,104/06/23,2015-06-23,"10,14,20,26,27",8000000,daily_cash
104000150,104/06/24,2015-06-24,"08,14,24,29,39",8000000,daily_cash
104000151,104/06/25,2015-06-25,"06,08,19,26,29",8000000,daily_cash
104000152,104/06/26,2015-06-26,"01,04,10,33,39",8000000,daily_cash
104000153,104/06/27,2015-06-27,"09,12,20,30,39",8000000,daily_cash
104000154,104/06/29,2015-06-29,"17,22,25,31,35",8000000,daily_cash
104000155,104/06/30,2015-06-30,"07,10,16,26,34",8000000,daily_cash
104000156,104/07/01,2015-07-01,"02,03,11,28,38",8000000,daily_cash
104000157,104/07/02,2015-07-02,"05,11,18,19,30",8000000,daily_cash
104000158,104/07/03,2015-07-03,"09,14,17,25,33",8000000,daily_cash
104000159,104/07/04,2015-07-04,"18,23,29,33,36",8000000,daily_cash
104000160,104/07/06,2015-07-06,"03,14,24,33,39",8000000,daily_cash
104000161,104/07/07,2015-07-07,"05,23,25,28,36",8000000,daily_cash
104000162,104/07/08,2015-07-08,"10,12,13,34,38",8000000,daily_cash
104000163,104/07/09,2015-07-09,"05,23,27,29,32",8000000,daily_cash
104000164,104/07/10,2015-07-10,"01,02,14,15,25",8000000,daily_cash
104000165,104/07/11,2015-07-11,"03,06,11,16,23",8000000,daily_cash
104000166,104/07/13,2015-07-13,"01,14,16,24,29",8000000,daily_cash
104000167,104/07/14,2015-07-14,"08,15,32,33,37",8000000,daily_cash
104000168,104/07/15,2015-07-15,"20,26,28,34,39",8000000,daily_cash
104000169,104/07/16,2015-07-16,"09,21,26,37,39",8000000,daily_cash
104000170,104/07/17,2015-07-17,"03,08,15,23,26",8000000,daily_cash
104000171,104/07/18,2015-07-18,"16,21,27,36,38",8000000,daily_cash
104000172,104/07/20,2015-07-20,"10,31,35,37,38",8000000,daily_cash
104000173,104/07/21,2015-07-21,"03,11,15,18,39",8000000,daily_cash
104000174,104/07/22,2015-07-22,"04,14,19,20,37",8000000,daily_cash
104000175,104/07/23,2015-07-23,"19,29,30,31,39",8000000,daily_cash
104000176,104/07/24,2015-07-24,"05,19,27,28,31",8000000,daily_cash
104000177,104/07/25,2015-07-25,"02,09,14,17,26",8000000,daily_cash
104000178,104/07/27,2015-07-27,"03,05,09,13,30",8000000,daily_cash
104000179,104/07/28,2015-07-28,"11,12,14,29,32",8000000,daily_cash
104000180,104/07/29,2015-07-29,"08,21,32,33,35",8000000,daily_cash
104000181,104/07/30,2015-07-30,"10,18,25,28,29",8000000,daily_cash
104000182,104/07/31,2015-07-31,"14,16,32,36,38",8000000,daily_cash
104000183,104/08/01,2015-08-01,"09,10,22,27,32",8000000,daily_cash
104000184,104/08/03,2015-08-03,"01,15,20,21,24",8000000,daily_cash
104000185,104/08/04,2015-08-04,"05,10,17,29,37",8000000,daily_cash
104000186,104/08/05,2015-08-05,"05,10,27,30,31",8000000,daily_cash
104000187,104/08/06,2015-08-06,"01,09,18,27,39",8000000,daily_cash
104000188,104/08/07,2015-08-07,"02,04,23,25,36",8000000,daily_cash
104000189,104/08/08,2015-08-08,"06,10,11,20,39",8000000,daily_cash
104000190,104/08/10,2015-08-10,"05,24,26,27,30",8000000,daily_cash
104000191,104/08/11,2015-08-11,"05,07,09,13,35",8000000,daily_cash
104000192,104/08/12,2015-08-12,"09,11,23,26,32",8000000,daily_cash
104000193,104/08/13,2015-08-13,"08,12,13,31,38",8000000,daily_cash
104000194,104/08/14,2015-08-14,"04,06,16,17,33",8000000,daily_cash
104000195,104/08/15,2015-08-15,"03,10,15,19,31",8000000,daily_cash
104000196,104/08/17,2015-08-17,"06,15,28,30,31",8000000,daily_cash
104000197,104/08/18,2015-08-18,"04,13,17,30,34",8000000,daily_cash
104000198,104/08/19,2015-08-19,"01,04,35,36,39",8000000,daily_cash
104000199,104/08/20,2015-08-20,"03,12,15,24,25",8000000,daily_cash
104000200,104/08/21,2015-08-21,"17,19,25,28,38",8000000,daily_cash
104000201,104/08/22,2015-08-22,"05,11,22,25,28",8000000,daily_cash
104000202,104/08/24,2015-08-24,"08,22,25,28,33",8000000,daily_cash
104000203,104/08/25,2015-08-25,"04,06,07,30,35",8000000,daily_cash
104000204,104/08/26,2015-08-26,"10,17,22,24,30",8000000,daily_cash
104000205,104/08/27,2015-08-27,"10,20,22,30,33",8000000,daily_cash
104000206,104/08/28,2015-08-28,"04,06,18,20,29",8000000,daily_cash
104000207,104/08/29,2015-08-29,"06,26,27,29,36",8000000,daily_cash
104000208,104/08/31,2015-08-31,"02,11,33,34,36",8000000,daily_cash
104000209,104/09/01,2015-09-01,"17,23,28,29,31",8000000,daily_cash
104000210,104/09/02,2015-09-02,"02,12,27,28,31",8000000,daily_cash
104000211,104/09/03,2015-09-03,"02,04,06,14,18",8000000,daily_cash
104000212,104/09/04,2015-09-04,"07,12,13,24,32",8000000,daily_cash
104000213,104/09/05,2015-09-05,"15,16,19,23,36",8000000,daily_cash
104000214,104/09/07,2015-09-07,"20,21,23,25,36",8000000,daily_cash
104000215,104/09/08,2015-09-08,"08,13,18,34,39",8000000,daily_cash
104000216,104/09/09,2015-09-09,"08,13,21,24,38",8000000,daily_cash
104000217,104/09/10,2015-09-10,"06,13,18,34,39",8000000,daily_cash
104000218,104/09/11,2015-09-11,"03,13,27,34,39",8000000,daily_cash
104000219,104/09/12,2015-09-12,"01,10,28,30,34",8000000,daily_cash
104000220,104/09/14,2015-09-14,"01,05,07,14,24",8000000,daily_cash
104000221,104/09/15,2015-09-15,"02,08,22,25,36",8000000,daily_cash
104000222,104/09/16,2015-09-16,"02,03,25,26,39",8000000,daily_cash
104000223,104/09/17,2015-09-17,"09,18,25,27,38",8000000,daily_cash
104000224,104/09/18,2015-09-18,"01,02,23,27,30",8000000,daily_cash
104000225,104/09/19,2015-09-19,"06,18,22,33,37",8000000,daily_cash
104000226,104/09/21,2015-09-21,"01,10,18,27,31",8000000,daily_cash
104000227,104/09/22,2015-09-22,"02,04,11,22,30",8000000,daily_cash
104000228,104/09/23,2015-09-23,"08,09,16,31,33",8000000,daily_cash
104000229,104/09/24,2015-09-24,"04,15,18,37,39",8000000,daily_cash
104000230,104/09/25,2015-09-25,"02,21,23,35,37",8000000,daily_cash
104000231,104/09/26,2015-09-26,"03,08,29,33,38",8000000,daily_cash
104000232,104/09/28,2015-09-28,"01,03,25,29,32",8000000,daily_cash
104000233,104/09/29,2015-09-29,"05,12,15,29,32",8000000,daily_cash
104000234,104/09/30,2015-09-30,"09,19,21,22,36",8000000,daily_cash
104000235,104/10/01,2015-10-01,"02,07,19,21,39",8000000,daily_cash
104000236,104/10/02,2015-10-02,"01,04,13,20,35",8000000,daily_cash
104000237,104/10/03,2015-10-03,"02,13,25,26,31",8000000,daily_cash
104000238,104/10/05,2015-10-05,"07,08,14,17,34",8000000,daily_cash
104000239,104/10/06,2015-10-06,"03,14,17,19,24",8000000,daily_cash
104000240,104/10/07,2015-10-07,"07,11,28,36,38",8000000,daily_cash
104000241,104/10/08,2015-10-08,"10,15,33,34,39",8000000,daily_cash
104000242,104/10/09,2015-10-09,"07,10,12,26,39",8000000,daily_cash
104000243,104/10/10,2015-10-10,"19,27,28,30,39",8000000,daily_cash
104000244,104/10/12,2015-10-12,"10,20,25,37,39",8000000,daily_cash
104000245,104/10/13,2015-10-13,"08,14,22,31,39",8000000,daily_cash
104000246,104/10/14,2015-10-14,"02,04,10,22,36",8000000,daily_cash
104000247,104/10/15,2015-10-15,"10,12,20,23,31",8000000,daily_cash
104000248,104/10/16,2015-10-16,"22,31,32,33,39",8000000,daily_cash
104000249,104/10/17,2015-10-17,"03,19,25,37,39",8000000,daily_cash
104000250,104/10/19,2015-10-19,"10,22,24,34,37",8000000,daily_cash
104000251,104/10/20,2015-10-20,"01,07,23,25,28",8000000,daily_cash
104000252,104/10/21,2015-10-21,"01,06,19,23,25",8000000,daily_cash
104000253,104/10/22,2015-10-22,"14,15,22,30,33",8000000,daily_cash
104000254,104/10/23,2015-10-23,"08,11,19,23,39",8000000,daily_cash
104000255,104/10/24,2015-10-24,"06,15,18,21,37",8000000,daily_cash
104000256,104/10/26,2015-10-26,"01,06,15,16,36",8000000,daily_cash
104000257,104/10/27,2015-10-27,"09,13,21,28,32",8000000,daily_cash
104000258,104/10/28,2015-10-28,"08,12,14,21,39",8000000,daily_cash
104000259,104/10/29,2015-10-29,"07,20,24,26,27",8000000,daily_cash
104000260,104/10/30,2015-10-30,"04,25,28,29,35",8000000,daily_cash
104000261,104/10/31,2015-10-31,"01,04,09,16,31",8000000,daily_cash
104000262,104/11/02,2015-11-02,"03,07,22,33,34",8000000,daily_cash
104000263,104/11/03,2015-11-03,"04,27,37,38,39",8000000,daily_cash
104000264,104/11/04,2015-11-04,"18,19,25,31,37",8000000,daily_cash
104000265,104/11/05,2015-11-05,"06,11,23,32,38",8000000,daily_cash
104000266,104/11/06,2015-11-06,"03,18,22,27,35",8000000,daily_cash
104000267,104/11/07,2015-11-07,"03,13,14,25,37",8000000,daily_cash
104000268,104/11/09,2015-11-09,"01,11,17,20,38",8000000,daily_cash
104000269,104/11/10,2015-11-10,"02,03,11,31,39",8000000,daily_cash
104000270,104/11/11,2015-11-11,"01,06,15,22,33",8000000,daily_cash
104000271,104/11/12,2015-11-12,"08,10,11,13,21",8000000,daily_cash
104000272,104/11/13,2015-11-13,"09,11,13,26,30",8000000,daily_cash
104000273,104/11/14,2015-11-14,"01,05,07,21,29",8000000,daily_cash
104000274,104/11/16,2015-11-16,"01,08,15,25,31",8000000,daily_cash
104000275,104/11/17,2015-11-17,"10,11,13,23,25",8000000,daily_cash
104000276,104/11/18,2015-11-18,"02,11,12,16,31",8000000,daily_cash
104000277,104/11/19,2015-11-19,"08,13,27,33,39",8000000,daily_cash
104000278,104/11/20,2015-11-20,"03,04,17,32,34",8000000,daily_cash
104000279,104/11/21,2015-11-21,"09,12,15,22,35",8000000,daily_cash
104000280,104/11/23,2015-11-23,"04,13,22,25,34",8000000,daily_cash
104000281,104/11/24,2015-11-24,"03,09,10,35,37",8000000,daily_cash
104000282,104/11/25,2015-11-25,"02,06,09,19,22",8000000,daily_cash
104000283,104/11/26,2015-11-26,"02,03,10,20,27",8000000,daily_cash
104000284,104/11/27,2015-11-27,"13,20,21,30,39",8000000,daily_cash
104000285,104/11/28,2015-11-28,"03,10,12,28,37",8000000,daily_cash
104000286,104/11/30,2015-11-30,"06,13,15,19,34",8000000,daily_cash
104000287,104/12/01,2015-12-01,"04,14,19,20,23",8000000,daily_cash
104000288,104/12/02,2015-12-02,"06,08,16,33,37",8000000,daily_cash
104000289,104/12/03,2015-12-03,"05,10,12,21,24",8000000,daily_cash
104000290,104/12/04,2015-12-04,"06,10,19,28,34",8000000,daily_cash
104000291,104/12/05,2015-12-05,"11,12,14,36,38",8000000,daily_cash
104000292,104/12/07,2015-12-07,"10,21,30,34,38",8000000,daily_cash
104000293,104/12/08,2015-12-08,"14,24,27,36,39",8000000,daily_cash
104000294,104/12/09,2015-12-09,"02,16,21,22,23",8000000,daily_cash
104000295,104/12/10,2015-12-10,"05,08,32,36,38",8000000,daily_cash
104000296,104/12/11,2015-12-11,"10,23,24,26,37",8000000,daily_cash
104000297,104/12/12,2015-12-12,"04,07,08,28,39",8000000,daily_cash
104000298,104/12/14,2015-12-14,"01,05,17,26,34",8000000,daily_cash
104000299,104/12/15,2015-12-15,"07,28,30,36,38",8000000,daily_cash
104000300,104/12/16,2015-12-16,"13,18,21,30,36",8000000,daily_cash
104000301,104/12/17,2015-12-17,"01,15,26,34,37",8000000,daily_cash
104000302,104/12/18,2015-12-18,"04,07,18,30,34",8000000,daily_cash
104000303,104/12/19,2015-12-19,"01,13,20,22,32",8000000,daily_cash
104000304,104/12/21,2015-12-21,"07,10,14,15,23",8000000,daily_cash
104000305,104/12/22,2015-12-22,"04,08,16,31,34",8000000,daily_cash
104000306,104/12/23,2015-12-23,"01,03,11,23,39",8000000,daily_cash
104000307,104/12/24,2015-12-24,"09,14,21,26,28",8000000,daily_cash
104000308,104/12/25,2015-12-25,"16,22,26,30,32",8000000,daily_cash
104000309,104/12/26,2015-12-26,"01,08,19,20,24",8000000,daily_cash
104000310,104/12/28,2015-12-28,"03,05,23,34,37",8000000,daily_cash
104000311,104/12/29,2015-12-29,"10,17,22,38,39",8000000,daily_cash
104000312,104/12/30,2015-12-30,"09,14,26,34,35",8000000,daily_cash
104000313,104/12/31,2015-12-31,"07,18,22,35,38",8000000,daily_cash
105000001,105/01/01,2016-01-01,"01,02,14,15,16",8000000,daily_cash
105000002,105/01/02,2016-01-02,"09,17,25,28,29",8000000,daily_cash
105000003,105/01/04,2016-01-04,"03,06,07,12,15",8000000,daily_cash
105000004,105/01/05,2016-01-05,"19,20,24,36,37",8000000,daily_cash
105000005,105/01/06,2016-01-06,"03,05,25,31,36",8000000,daily_cash
105000006,105/01/07,2016-01-07,"02,04,08,09,23",8000000,daily_cash
105000007,105/01/08,2016-01-08,"06,10,25,28,31",8000000,daily_cash
105000008,105/01/09,2016-01-09,"05,07,16,18,29",8000000,daily_cash
105000009,105/01/11,2016-01-11,"09,14,24,25,38",8000000,daily_cash
105000010,105/01/12,2016-01-12,"04,17,23,31,39",8000000,daily_cash
105000011,105/01/13,2016-01-13,"02,13,20,24,39",8000000,daily_cash
105000012,105/01/14,2016-01-14,"06,11,23,24,35",8000000,daily_cash
105000013,105/01/15,2016-01-15,"01,04,05,08,37",8000000,daily_cash
105000014,105/01/16,2016-01-16,"05,20,26,31,36",8000000,daily_cash
105000015,105/01/18,2016-01-18,"04,12,16,18,23",8000000,daily_cash
105000016,105/01/19,2016-01-19,"04,05,08,21,34",8000000,daily_cash
105000017,105/01/20,2016-01-20,"12,16,18,21,24",8000000,daily_cash
105000018,105/01/21,2016-01-21,"01,08,16,21,37",8000000,daily_cash
105000019,105/01/22,2016-01-22,"03,18,27,31,35",8000000,daily_cash
105000020,105/01/23,2016-01-23,"06,09,10,18,37",8000000,daily_cash
105000021,105/01/25,2016-01-25,"11,16,23,29,30",8000000,daily_cash
105000022,105/01/26,2016-01-26,"07,09,18,19,33",8000000,daily_cash
105000023,105/01/27,2016-01-27,"04,09,10,19,36",8000000,daily_cash
105000024,105/01/28,2016-01-28,"05,07,13,27,29",8000000,daily_cash
105000025,105/01/29,2016-01-29,"06,08,20,29,32",8000000,daily_cash
105000026,105/01/30,2016-01-30,"04,05,20,21,29",8000000,daily_cash
105000027,105/02/01,2016-02-01,"15,17,21,23,35",8000000,daily_cash
105000028,105/02/02,2016-02-02,"02,06,15,20,38",8000000,daily_cash
105000029,105/02/03,2016-02-03,"06,07,17,35,39",8000000,daily_cash
105000030,105/02/04,2016-02-04,"17,18,26,29,36",8000000,daily_cash
105000031,105/02/05,2016-02-05,"15,31,32,34,35",8000000,daily_cash
105000032,105/02/06,2016-02-06,"01,13,20,37,39",8000000,daily_cash
105000033,105/02/08,2016-02-08,"08,21,24,28,33",8000000,daily_cash
105000034,105/02/09,2016-02-09,"02,10,34,35,38",8000000,daily_cash
105000035,105/02/10,2016-02-10,"07,08,12,35,36",8000000,daily_cash
105000036,105/02/11,2016-02-11,"11,17,27,30,33",8000000,daily_cash
105000037,105/02/12,2016-02-12,"10,14,17,30,39",8000000,daily_cash
105000038,105/02/13,2016-02-13,"01,02,15,17,25",8000000,daily_cash
105000039,105/02/15,2016-02-15,"05,06,30,33,39",8000000,daily_cash
105000040,105/02/16,2016-02-16,"25,30,33,34,35",8000000,daily_cash
105000041,105/02/17,2016-02-17,"06,16,20,34,37",8000000,daily_cash
105000042,105/02/18,2016-02-18,"18,22,27,36,38",8000000,daily_cash
105000043,105/02/19,2016-02-19,"02,03,08,25,32",8000000,daily_cash
105000044,105/02/20,2016-02-20,"01,03,04,27,38",8000000,daily_cash
105000045,105/02/22,2016-02-22,"14,17,33,34,36",8000000,daily_cash
